spdep,spscheme,unit,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
STAKACCOMOD,TOTAL,MIO_EUR,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_EUR,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_EUR,NO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_EUR,PL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_EUR,PT,96.75,94.28,85.44,79.55,70.96,69.01,61.37,55.44,50.21,50.29,47.91,44.65,31.18,29.77,28.26,27.05,25.26,23.02,23.05,23.38,16.34,11.33,14.73,12.30,7.17,12.62,8.56,4.10,3.55,3.14,1.78
STAKACCOMOD,TOTAL,MIO_EUR,RO,,2.54,2.59,2.64,2.68,2.71 e,2.71,2.48,0.90 e,0.94 e,0.95 e,0.94 e,1.09,1.20,1.13,1.10,0.99,1.07,1.28,1.54,2.01,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_EUR,RS,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_EUR,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
STAKACCOMOD,TOTAL,MIO_EUR,SI,,30.39 p,34.46,31.93,28.29,24.24,24.36,23.93,21.75,19.77,17.98,16.34,14.86,13.51,12.28,11.17,10.17,9.45,8.89,8.38,7.95,7.66,6.98,5.20,7.02,,,,,,
STAKACCOMOD,TOTAL,MIO_EUR,SK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
STAKACCOMOD,TOTAL,MIO_EUR,TR,124.74 e,125.96 e,95.90 e,97.68 e,80.27 e,75.20 e,73.62 e,77.51 e,76.95 e,69.25 e,1.82,7.50,8.28 b,8.04,7.30 e,7.13 e,6.11 e,5.79 e,5.44 e,4.90 e,6.09 e,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_EUR,UK,,,4793.37 p,4641.59,4898.95,5307.50,4594.40,4535.40,4637.51,4224.40,3404.83,3216.95,3462.97,3807.84,3449.84,3408.88,3385.63,2772.87,2889.45,2194.40,2032.88,1550.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,AT,1197.86,1163.51,1081.28,1041.64,1001.05,964.27,925.95,863.78,801.59,775.32,743.13,688.53,586.83,526.16,484.54,453.45,396.99,353.13,334.16,285.43,258.25,194.44,178.57,162.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,BA,,13.05,15.65,13.49,14.67,12.34,10.02,7.76,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,BE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,BG,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,CH,,894.30,888.50,868.13,899.95,887.92,876.92,861.48,875.98,830.58,805.02,772.96,727.18,569.86,539.49,522.67,496.05,461.61,437.00,406.61,389.50,367.88,340.00,319.94,289.00,289.01,267.72,238.00,195.50,157.25,127.50
STAKACCOMOD,TOTAL,MIO_NAC,CY,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,CZ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,DE,67.48 p,72.21,76.68,95.24,105.75,113.07,117.04,127.76,148.27,161.93,162.73,187.39,194.26,204.67,197.83,244.78,251.00,232.34,178.00,208.07,270.99,270.01,276.72,283.77,561.40,680.53,676.95,638.09,579.29,511.29,
STAKACCOMOD,TOTAL,MIO_NAC,DK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,EE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,ES,,1091.40 p,1038.13 p,993.68 p,958.35 p,993.82,975.40,957.10,997.29,1109.44,1083.92,568.71,376.29,99.94,114.56,123.82,63.54,26.62,25.60,5.48,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,FR,8.76 p,0.63,1.40,12.91,12.94,1.44,-0.15,0.17,28.59,49.44,49.95,8.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,HR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,HU,0.00 p,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,IT,603.00 p,577.00 p,579.00 p,564.00,550.00,583.00,601.00,626.00,567.00,551.00,654.00,617.00,428.00,405.00,395.00,387.00,394.00,409.00,373.00,339.00,309.00,290.00,265.00,248.00,215.00,201.00,188.00,177.00,171.00,163.00,152.00
STAKACCOMOD,TOTAL,MIO_NAC,LT,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,9.00,30.91,35.85,34.75,27.39,27.89,25.90,22.46,18.05,18.15
STAKACCOMOD,TOTAL,MIO_NAC,LV,0.00,0.00,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,MK,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,NO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,PL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,PT,96.75,94.28,85.44,79.55,70.96,69.01,61.37,55.44,50.21,50.29,47.91,44.65,31.18,29.77,28.26,27.05,25.26,23.02,23.05,23.38,16.34,11.33,14.82,12.18,7.00,12.34,8.41,3.85,3.09,2.80,1.61
STAKACCOMOD,TOTAL,MIO_NAC,RO,,12.05,12.05,12.05,12.05,12.05 e,12.05,10.95,4.00 e,4.00 e,4.00 e,4.00 e,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,RS,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
STAKACCOMOD,TOTAL,MIO_NAC,SI,,30.39 p,34.46,31.93,28.29,24.24,24.36,23.93,21.75,19.77,17.98,16.34,14.86,13.51,12.28,11.16,10.15,9.23,8.39,7.62,6.86,6.21,5.41,3.93,5.03,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,SK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_NAC,TR,1004.73 e,800.84 e,547.34 e,402.51 e,268.38 e,227.53 e,213.97 e,196.37 e,178.03 e,161.90 e,3.64,16.22,15.79 b,14.36,13.21 e,11.95 e,10.85 e,9.81 e,7.83 e,5.40 e,3.50 e,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_NAC,UK,,,4240.74 p,4069.14,4014.59,3852.39,3703.64,3851.74,3760.42,3666.27,2920.80,2866.11,2757.49,2605.86,2351.86,2330.99,2297.69,1918.80,1816.97,1364.63,1239.00,1021.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKACCOMOD,TOTAL,MIO_PPS,AT,1004.99,988.42,922.84,894.20,868.49,845.31,814.17,768.58,713.12,691.06,667.26,618.25,534.44,481.42,450.69,421.13,364.58,323.06,299.37,252.84,233.13,172.94,158.46,142.58,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,BA,,12.99,15.61,13.61,15.14,12.62,10.16,7.85,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,BE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,BG,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,CH,,459.44,455.76,445.41,468.67,468.14,452.87,438.00,438.14,408.95,390.64,383.76,363.26,280.52,254.61,242.00,227.29,209.24,197.82,179.84,170.73,162.09,148.43,139.72,125.40,122.43,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,CY,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,CZ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,DE,62.78 p,67.04,72.19,89.45,99.21,105.84,110.69,121.00,141.97,155.41,154.83,176.84,185.38,194.66,186.38,229.88,234.17,213.81,160.03,186.49,242.13,241.19,242.89,250.35,503.35,598.09,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,DK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EA12,,2801.10 p,2676.15 p,2609.77 p,2523.56 p,2547.51,2509.79,2469.14,2431.09,2533.84,2575.45,1981.57,1532.49,1197.98,1156.39,1169.72,1061.69,982.74,883.75,816.07,826.63,728.41,717.00,695.93,775.77,872.66,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EA18,,2846.21 p,2724.93 p,2656.86 p,2567.81 p,2590.59,2552.52,2511.40,2470.92,2572.42,2613.40,2011.60,1558.46,1220.70,1177.96,1190.81,1080.98,1000.72,900.47,831.46,841.43,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EA19,,2854.25 p,2732.64 p,2664.64 p,2575.35 p,2598.35,2560.09,2518.57,2477.66,2579.21,2620.03,2016.57,1562.65,1224.17,1181.26,1194.25,1084.11,1003.58,902.66,833.38,843.35,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,ES,,1128.68 p,1072.30 p,1040.18 p,995.37 p,1037.87,1010.20,977.65,1007.79,1104.95,1077.14,575.65,387.43,103.73,122.41,132.48,68.19,29.09,28.58,6.08,6.69,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EU15,,,6908.49 p,6709.67 p,6765.62 p,7012.31,6497.46,6489.45,6529.63,6358.41,5654.68,4947.91,4688.84,4549.95,4201.00,4176.30,4049.69,3432.08,3388.67,2712.59,2554.99,2057.10,678.17,664.39,765.17,862.72,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EU27_2007,,,7434.87 p,7221.69 p,7295.15 p,7559.73,6991.45,6969.52,7009.80,6799.41,6037.61,5272.37,4960.19,4830.38,4456.82,4436.22,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EU27_2020,,3031.96 p,2898.97 p,2821.59 p,2730.03 p,2751.56,2707.67,2656.65,2615.60,2718.14,2760.60,2132.56,1632.49,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,EU28,,,7448.55 p,7235.41 p,7309.34 p,7574.80,7004.86,6982.44,7022.35,6810.62,6046.79,5280.60,4968.51,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,FR,8.02 p,0.57,1.26,11.67,11.73,1.30,-0.14,0.15,25.48,44.24,44.58,7.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,HR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,HU,0.00 p,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,IT,585.70 p,559.62 p,554.69 p,538.57,522.08,546.28,562.34,594.53,543.27,532.60,638.68,587.93,412.05,381.97,368.77,358.24,364.17,383.03,349.78,324.32,300.48,284.15,261.20,244.58,215.56,205.47,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,LT,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.93,7.44,25.29,29.18,28.43,22.01,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,LV,0.00,0.00,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,MK,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,NO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,PL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,PT,110.01,108.57,99.45,91.96,83.30,82.40,73.28,66.40,58.80,57.88,55.30,51.72,36.61,34.98,33.85,32.20,29.50,27.07,26.86,27.85,19.75,13.76,18.00,15.35,9.11,16.19,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,RO,,5.02,5.13,5.32,5.50,5.40 e,5.47,5.03,1.90 e,1.94 e,1.98 e,1.90 e,1.97,2.10,2.23,2.32,2.62,2.86,3.44,4.14,5.36,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,RS,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,SI,,35.11 p,39.97,37.38,33.02,28.55,28.69,28.31,25.73,23.18,20.91,18.90,18.06,16.81,15.71,14.48,13.31,12.36,11.71,11.16,10.72,10.21,9.35,7.20,10.01,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,SK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,TR,326.49 e,306.50 e,241.68 e,204.30 e,151.00 e,140.06 e,136.83 e,130.40 e,127.35 e,124.12 e,2.92,13.35,13.50 b,12.50,11.97 e,11.48 e,11.10 e,11.00 e,11.16 e,10.85 e,9.96 e,,,,,,,,,,
STAKACCOMOD,TOTAL,MIO_PPS,UK,,,3920.59 p,3819.68,3777.12,3703.37,3567.92,3763.26,3785.30,3723.82,2997.90,2951.62,2956.65,2843.67,2618.92,2602.31,2641.62,2165.67,2049.39,1555.52,1384.39,1107.35,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PC_GDP,AT,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,BA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,BG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,CH,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PC_GDP,CY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,DE,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
STAKACCOMOD,TOTAL,PC_GDP,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PC_GDP,EA12,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EA18,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EA19,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
