spdep,spscheme,unit,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
SNTCPCARE,TOTAL,MIO_EUR,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_EUR,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_EUR,IT,13874.00 p,14049.00 p,13715.00 p,13526.00,13385.00,13344.00,13264.00,13059.00,12693.00,12439.00,12466.00,12051.00,11283.00,10718.00,9902.00,9200.00,8725.00,8051.00,6683.00,5557.00,5236.00,4896.00,4659.25,4354.67,4500.27,4080.44,4503.33,4360.01,4166.19,3918.67,3895.48
SNTCPCARE,TOTAL,MIO_EUR,LT,45.31 p,42.92 p,35.54,35.34,35.93,33.67,32.38,26.53,28.81,28.27,33.45,37.96,33.79,34.41,13.99,12.81,5.45,1.60,5.15,4.16,3.49,0.27,0.01,0.00,0.00,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_EUR,LV,54.98,51.83,48.29 p,47.49,44.97,42.80,35.69,27.31,25.27,22.71,19.74,17.53,13.63,1.03,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,ME,,17.03 p,15.36,14.98,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,MK,,,,32.08,28.29,27.44,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_EUR,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_EUR,NO,,332.48,364.06,377.14,379.50,387.29,417.17,442.56,459.13,439.73,423.09,384.86,395.28,394.11,384.10,376.95,354.71,368.07,378.51,335.16,325.07,292.83,280.06,293.13,269.90,259.68,248.83,243.69,246.10,230.47,206.78
SNTCPCARE,TOTAL,MIO_EUR,PL,,436.18,444.70,434.34,427.59,450.61,457.06,456.93,455.55,454.85,509.63 p,395.10 p,454.29 p,400.75 p,358.83 p,329.72 p,286.96 p,294.63 p,405.71 p,467.06 p,348.31 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_EUR,PT,4.77,4.90,5.10,4.97,4.77,4.31,4.30,4.28,4.25,4.19,4.15,4.14,3.97,54.16,50.60,47.67,44.32,199.21,182.74,149.33,121.11,97.86,87.85,81.88,79.50,72.84,66.40,63.52,60.20,48.46,34.91
SNTCPCARE,TOTAL,MIO_EUR,RO,,14.00,13.83,13.53,11.30,10.19,9.56,8.94,8.28,8.20,7.88,7.48,11.95,38.15,8.59,14.18,7.86,7.74,6.10,6.43,4.27,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,RS,,62.96,60.91,57.95,53.87,54.31,59.11,58.28,51.58,52.12,43.53,42.49,45.12,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,SE,463.62 p,464.72,490.14,511.26,503.86,491.26,478.54,485.23,461.51,425.37,394.14,357.19,378.05,386.16,385.11,376.20,373.95,355.87,339.26,316.69,337.47,313.82,297.45,294.29,289.38,254.40,251.33,238.67,,,
SNTCPCARE,TOTAL,MIO_EUR,SI,,68.40 p,47.12,48.84,39.57,44.49,42.51,40.56,38.76,38.26,37.93,36.42,35.89,31.92,33.10,31.72,30.75,28.34,28.07,26.56,25.30,24.90,23.18,20.41,19.34,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,SK,0.00,1.36,1.47,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,2.30,2.70,3.06,4.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
SNTCPCARE,TOTAL,MIO_EUR,TR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_EUR,UK,,,3454.07 p,3413.01,3445.11,3714.20,3052.86,2615.12,2529.15,2124.95,1958.19,1794.50,1833.26,2004.94,14449.18,13576.54,12839.93,11073.99,12383.27,11712.03,11007.74,9541.53,8708.85,7918.10,6264.44,5366.86,4858.87,4269.29,3471.84,1336.21,1010.30
SNTCPCARE,TOTAL,MIO_NAC,AT,581.45,540.74,539.05,517.49,520.47,512.27,502.71,505.53,543.26,484.95,479.78,447.36,426.25,427.89,392.58,386.76,364.05,357.88,348.94,348.91,337.24,328.80,325.68,313.67,432.35,460.13,417.56,268.44,180.23,161.99,153.49
SNTCPCARE,TOTAL,MIO_NAC,BA,,132.39,131.67,123.66,125.16,115.00,90.88,81.26,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,BE,144.52,133.95,129.57,107.48,354.49,333.62,325.59,313.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.80,72.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,BG,,89.92,90.43,92.09,94.83,97.39,99.34,98.40,94.57,98.62,102.56,102.73,87.76,78.87,78.01,70.13,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,CH,,535.08,512.39,492.87,485.85,472.64,458.28,453.11,471.35,510.73,494.72,483.82,460.07,429.74,441.62,395.13,332.38,177.94,172.54,167.51,158.28,137.40,132.80,131.30,123.90,121.10,115.30,111.60,101.50,86.30,82.20
SNTCPCARE,TOTAL,MIO_NAC,CY,,21.93,20.61,37.98,37.46,27.92,27.37,27.59,28.19,28.43,24.50,24.50,16.87,16.44,18.03,13.68,30.42,19.92,17.53,13.24,8.55,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,CZ,10965.99,10012.78,8698.75,8606.37,8034.66,7530.03,6999.63,6996.10,6568.88,5728.02,5893.36,5661.65,5804.69,5174.41,421.59,371.75,358.38,352.48,343.39,323.29,305.78,266.74,137.46,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_NAC,DE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SNTCPCARE,TOTAL,MIO_NAC,DK,0.00,0.00,0.00,227.48,146.77,153.16,141.49,138.78,152.77,155.02,164.33,170.61,162.10,152.48 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,EE,,68.34,69.10,66.95,64.20,61.35,56.48,58.80,56.19,53.47,49.76,45.17,41.47,37.42,36.20,33.70,31.92,29.89,29.02,23.54,3.00,2.85,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,ES,,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,FI,,557.09,562.94,560.62,586.58,624.94,618.08,597.23,559.33,535.14,512.49,421.74,402.00,117.30,110.94,110.98,112.56,111.87,110.86,111.13,104.28,100.91,71.32,73.50,71.15,68.45,66.94,66.94,67.61,63.24,53.48
SNTCPCARE,TOTAL,MIO_NAC,FR,1261.87 p,1151.76,1086.82,1017.11,959.86,883.67,897.05,849.48,835.81,777.05,751.94,744.65,723.50,671.80,673.60,651.20,640.20,586.70,504.60,467.00,437.90,404.10,390.90,382.70,400.90,410.10,392.90,368.80,338.90,322.10,307.90
SNTCPCARE,TOTAL,MIO_NAC,HR,101.51,106.25,111.14,116.12,122.26,126.52,134.71,143.48,151.51,164.12,173.85,184.66,190.93,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,HU,31294.00 p,31676.00,31424.00,31208.00,31309.00,31559.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,IT,13874.00 p,14049.00 p,13715.00 p,13526.00,13385.00,13344.00,13264.00,13059.00,12693.00,12439.00,12466.00,12051.00,11283.00,10718.00,9902.00,9200.00,8725.00,8051.00,6683.00,5557.00,5236.00,4896.00,4677.00,4339.00,4553.00,4489.00,4454.00,4146.00,3433.00,3103.00,3062.00
SNTCPCARE,TOTAL,MIO_NAC,LT,45.31 p,42.92 p,35.54,35.34,35.93,33.67,32.38,26.53,28.81,28.27,33.45,37.96,33.79,34.41,13.99,12.81,5.45,1.60,5.16,4.32,3.74,0.34,0.01,0.00,0.00,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,LV,54.98,51.83,48.29 p,47.49,44.97,42.80,35.69,27.26,25.08,22.83,19.91,17.60,13.63,1.03,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,ME,,17.03 p,15.36,14.98,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,MK,,,,1975.57,1742.65,1690.73,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_NAC,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,NO,,3275.27,3494.05,3517.54,3525.76,3466.10,3485.20,3454.93,3432.01,3427.01,3386.50,3359.01,3250.64,3159.36,3090.93,3019.04,2968.85,2945.77,2842.10,2697.48,2637.29,2433.50,2370.95,2350.50,2212.26,2151.64,2083.77,2024.92,1979.11,1847.71,1643.56
SNTCPCARE,TOTAL,MIO_NAC,PL,,1874.52,1895.11,1849.00,1865.68,1885.39,1912.47,1917.96,1906.36,1874.27,2035.83 p,1709.85 p,1595.50 p,1516.32 p,1397.97 p,1326.45 p,1299.00 p,1296.24 p,1565.00 p,1715.10 p,1396.10 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,PT,4.77,4.90,5.10,4.97,4.77,4.31,4.30,4.28,4.25,4.19,4.15,4.14,3.97,54.16,50.60,47.67,44.32,199.21,182.74,149.33,121.11,97.86,88.38,81.11,77.63,71.25,65.21,59.68,52.46,43.17,31.54
SNTCPCARE,TOTAL,MIO_NAC,RO,,66.42,64.38,61.82,50.76,45.31,42.47,39.50,36.94,34.77,33.20,31.70,44.00,127.26,30.28,51.36,31.83,29.06,19.08,16.73,8.50,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,RS,,7420.41,7203.91,7031.30,6632.10,6556.86,6934.05,6593.83,5834.82,5313.19,4485.22,3991.76,3674.44,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,SE,4861.00 p,4921.00,5028.00,4926.00,4771.00,4595.00,4354.00,4198.00,4017.00,3841.00,3759.00,3793.00,3635.00,3572.00,3564.00,3492.00,3412.00,3247.00,3108.00,2931.00,2850.00,2764.00,2652.00,2546.00,2464.00,2374.00,2303.00,2177.00,,,
SNTCPCARE,TOTAL,MIO_NAC,SI,,68.40 p,47.12,48.84,39.57,44.49,42.51,40.56,38.76,38.26,37.93,36.42,35.89,31.92,33.09,31.71,30.68,27.65,26.47,24.16,21.82,20.20,17.99,15.42,13.86,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,SK,0.00,1.36,1.47,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,3.16,3.82,4.40,7.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SNTCPCARE,TOTAL,MIO_NAC,TR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_NAC,UK,,,3055.85 p,2992.08,2823.20,2695.91,2460.97,2220.92,2050.81,1844.20,1679.81,1598.79,1459.79,1372.06,9850.44,9283.64,8713.95,7663.09,7786.97,7283.36,6709.00,6285.39,5890.93,5481.70,5098.00,4448.00,3770.00,3330.00,2561.00,936.70,721.20
SNTCPCARE,TOTAL,MIO_PPS,AT,487.83,459.37,460.07,444.24,451.55,449.07,442.02,449.81,483.30,432.25,430.80,401.69,388.19,391.51,365.16,359.19,334.33,327.41,312.61,309.07,304.44,292.44,289.01,275.92,384.03,402.21,,,,,
SNTCPCARE,TOTAL,MIO_PPS,BA,,131.79,131.37,124.77,129.21,117.62,92.19,82.21,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,BE,124.20,114.41,110.59,92.13,306.95,294.96,286.88,274.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.03,66.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,BG,,93.47,97.16,100.90,107.47,111.05,114.33,110.62,104.13,108.74,112.41,110.13,97.79,93.54,97.24,93.68,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,CH,,274.90,262.83,252.88,253.02,249.20,236.67,230.38,235.76,251.47,240.07,240.21,229.83,211.54,208.42,182.95,152.30,80.65,78.11,74.09,69.38,60.54,57.97,57.34,53.76,51.30,,,,,
SNTCPCARE,TOTAL,MIO_PPS,CY,,23.28,22.11,41.28,40.82,29.65,28.57,28.14,28.43,29.12,25.41,26.28,18.46,18.23,19.38,14.87,32.75,21.58,19.33,14.73,9.61,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,CZ,590.59,562.44,499.20,505.41,470.67,444.63,418.63,412.85,378.10,331.55,343.20,327.55,334.86,301.29,24.45,22.05,21.21,21.20,20.33,19.96,18.68,16.50,8.59,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,DE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,DK,0.00,0.00,0.00,21.32,13.49,14.30,13.15,12.98,14.20,14.60,15.46,15.96,15.31,14.39 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EA12,,15352.63 p,14997.36 p,14733.00 p,14783.15 p,14682.11,14616.89,14390.41,13722.04,13376.73,13352.70,12804.94,12171.13,11349.17,10547.70,9838.38,9282.06,8884.61,7479.27,6284.58,5925.93,5506.15,5205.86,4887.99,5138.65,4779.42,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EA18,,15642.40 p,15264.62 p,15020.09 p,15061.59 p,14965.14,14884.85,14650.74,13971.08,13616.85,13586.01,13015.98,12367.65,11525.25,10721.67,10001.83,9456.75,9042.41,7623.07,6405.10,6017.70,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EA19,,15727.04 p,15341.36 p,15097.50 p,15139.75 p,15041.82,14959.59,14717.76,14036.51,13679.61,13652.21,13084.03,12433.31,11590.95,10765.08,10043.01,9489.34,9069.77,7646.54,6423.88,6034.76,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EE,,83.25,86.81,86.95,85.97,83.69,77.55,81.72,80.54,78.03,73.89,66.00,58.79,54.95,56.40,56.22,54.84,52.63,51.75,42.00,5.64,5.41,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,ES,,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EU15,,,18033.29 p,17783.06 p,17612.94 p,17398.53,17114.06,16707.43,15936.38,15443.05,15261.45,14701.61,13912.57,12914.97,23356.28,21892.57,20712.86,18764.84,18281.03,16566.29,15477.54,13899.29,12943.25,12032.36,11107.75,9915.51,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EU27_2007,,,20439.49 p,20174.81 p,19973.13 p,19724.65,19271.89,18813.87,17973.57,17363.51,17193.18,16433.92,15533.62,14418.38,25206.58,23655.21,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EU27_2020,,18154.84 p,17708.22 p,17452.01 p,17458.22 p,17329.89,17092.92,16818.41,16088.43,15626.13,15622.83,14905.01,14150.39,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,EU28,,,20491.60 p,20228.23 p,20027.53 p,19779.58,19325.79,18867.14,18025.27,17413.77,17242.71,16484.38,15585.44,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,FI,,434.18,444.24,443.76,458.83,491.07,482.65,467.67,444.72,431.85,417.56,343.92,333.39,96.97,88.70,87.19,88.38,85.96,85.32,85.82,82.71,79.87,56.13,58.31,56.77,53.95,,,,,
SNTCPCARE,TOTAL,MIO_PPS,FR,1154.85 p,1050.17,979.71,919.45,870.35,799.13,811.89,771.23,744.88,695.32,671.07,660.97,645.50,604.33,605.85,589.77,568.19,527.90,469.13,433.48,398.66,359.84,343.57,335.35,350.89,353.23,,,,,
SNTCPCARE,TOTAL,MIO_PPS,HR,20.24,21.34,22.60,23.96,25.21,25.75,27.12,28.49,29.76,31.78,33.38,35.37,37.15,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,HU,145.76 p,153.38,158.13,162.29,171.84,179.53 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,IT,13476.05 p,13625.92 p,13139.24 p,12916.23,12705.51,12503.63,12410.88,12402.53,12161.77,12023.59,12174.07,11483.16,10862.62,10108.46,9244.36,8516.39,8064.37,7539.80,6266.94,5316.43,5091.55,4797.32,4610.02,4279.22,4564.80,4588.74,,,,,
SNTCPCARE,TOTAL,MIO_PPS,LT,68.07 p,66.62 p,56.01,57.45,59.26,56.66,54.61,44.57,48.11,47.54,56.72,62.15,55.24,60.62,25.99,25.26,11.22,3.38,10.32,8.39,7.17,0.64,0.02,0.00,0.00,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.72,23.98,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,LV,73.88,70.14,66.95 p,67.64,64.66,62.68,51.88,40.20,37.17,34.04,31.06,25.39,18.90,1.55,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,ME,,33.00 p,29.48,28.99,28.81,,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,MK,,,,73.00,65.11,63.04,,,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,,,,,
SNTCPCARE,TOTAL,MIO_PPS,NO,,214.01,236.03,239.69,234.97,239.29,254.66,257.44,257.79,261.00,261.29,266.72,268.18,266.69,257.39,250.25,245.64,242.13,236.90,224.51,224.89,210.38,208.88,212.87,206.57,196.88,,,,,
SNTCPCARE,TOTAL,MIO_PPS,PL,,761.18,787.73,781.24,806.41,828.27,834.83,846.25,847.41,830.86,905.92 p,734.12 p,707.69 p,685.10 p,613.20 p,583.47 p,588.10 p,598.38 p,715.61 p,779.54 p,644.14 p,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,PT,5.42,5.65,5.94,5.75,5.60,5.14,5.13,5.12,4.98,4.82,4.78,4.80,4.66,63.65,60.60,56.74,51.76,234.28,212.88,177.88,146.46,118.88,107.37,102.19,101.09,93.50,,,,,
SNTCPCARE,TOTAL,MIO_PPS,RO,,27.65,27.42,27.28,23.17,20.30,19.27,18.16,17.59,16.88,16.47,15.03,21.69,66.92,16.86,29.75,20.84,20.75,16.42,17.33,11.39,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,RS,,124.81,122.34,121.10,117.33,118.34,124.81,119.68,112.32,106.46,94.78,86.88,86.02,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,SE,351.79 p,352.91,366.08,365.01,358.50,358.48,343.72,335.50,332.89,316.81,310.17,321.92,318.68,312.31,306.16,294.66,286.71,269.91,261.13,249.09,248.65,237.45,222.57,215.35,213.10,202.15,,,,,
SNTCPCARE,TOTAL,MIO_PPS,SI,,79.03 p,54.66,57.18,46.18,52.40,50.08,47.99,45.85,44.85,44.11,42.13,43.63,39.74,42.33,41.13,40.23,37.06,36.96,35.36,34.11,33.21,31.07,28.26,27.57,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,SK,0.00,1.71,1.87,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,5.14,6.61,7.72,12.33,0.00,0.00,0.00,0.00,0.00,,,,,
SNTCPCARE,TOTAL,MIO_PPS,TR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
SNTCPCARE,TOTAL,MIO_PPS,UK,,,2825.15 p,2808.65,2656.20,2591.63,2370.79,2169.91,2064.38,1873.15,1724.15,1646.49,1565.23,1497.28,10969.00,10364.21,10018.28,8649.02,8783.05,8302.21,7496.28,6813.96,6384.47,6105.66,5766.11,4951.08,,,,,
SNTCPCARE,TOTAL,PC_GDP,AT,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,,,,,
SNTCPCARE,TOTAL,PC_GDP,BA,,0.4,0.4,0.4,0.4,0.4,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,PC_GDP,BE,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
SNTCPCARE,TOTAL,PC_GDP,BG,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,
SNTCPCARE,TOTAL,PC_GDP,CH,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
