unit,lev_limit,age,sex,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SM_SEV,Y25-34,M,LU,0 u,0.0,1.8,0.0,3.8,0.6,1.4,1.7,0.5,4.2,1.0
PC,SM_SEV,Y25-34,M,LV,18.5,19.3,25.9,24.4,17.1,27.4,25.5,30.3,31.8,19.9,34.4
PC,SM_SEV,Y25-34,M,ME,22.7 u,32.2,26.0,34.1 u,28.9,39.6,34.8,33.0,,,
PC,SM_SEV,Y25-34,M,MK,,20.0 u,23.9 u,16.9 u,,,,48.2 u,,34.6 u,20.0
PC,SM_SEV,Y25-34,M,MT,0 u,4.3 u,2.4 u,2.8 u,1.3 u,,,,,0 u,
PC,SM_SEV,Y25-34,M,NL,3.2,2.6,5.5,4.7,6.8,1.8,0.0,0.0,0.0,1.3,0.5
PC,SM_SEV,Y25-34,M,NO,0.0,0 u,0 u,2.2 u,3.9 u,0 u,6.3 u,0 u,0 u,12.8 u,3.6 u
PC,SM_SEV,Y25-34,M,PL,,17.3,22.2,16.4,18.6,21.6,18.4,16.3,14.3,16.5,20.6
PC,SM_SEV,Y25-34,M,PT,9.6,12.7,7.1,6.2,11.3,7.0,3.9,5.5,3.8,2.5,20.1
PC,SM_SEV,Y25-34,M,RO,17.4 u,24.8 u,31.2 u,23.1,21.5 u,31.9 u,38.0,29.8,41.1,41.0,39.5
PC,SM_SEV,Y25-34,M,RS,19.5 u,11.7 u,23.8 u,24.5 u,29.2 u,27.7,17.7,24.1 u,,,
PC,SM_SEV,Y25-34,M,SE,0 u,4.1 u,12.8 u,18.1 u,9.3 u,,,5.7 u,1.5,3.5 u,3.9
PC,SM_SEV,Y25-34,M,SI,15.6 u,0.0,9.0,6.2,7.7,7.5,6.0,2.8,7.1,7.3,25.2
PC,SM_SEV,Y25-34,M,SK,3.7,5.5,6.1,8.1,2.5,3.5,6.1,10.0,9.2,10.9,4.6
PC,SM_SEV,Y25-34,M,TR,24.8,31.2,26.7,37.4,34.0,27.7,31.1,34.3,33.7,32.5,34.4
PC,SM_SEV,Y25-34,M,UK,,,2.2,2.1 b,3.9,3.3,3.3,1.8,6.3,0.0,4.0
PC,SM_SEV,Y25-34,M,XK,,,23.2 u,,,,,,,,
PC,SM_SEV,Y25-34,T,AL,12.3,21.3,27.6,26.4,,,,,,,
PC,SM_SEV,Y25-34,T,AT,4.8,3.8,5.4,8.3,7.3,8.0,5.5,6.6,9.2,6.1,6.6
PC,SM_SEV,Y25-34,T,BE,4.0,4.4 b,6.0,4.0,1.5 b,0.8,0.4,0.0,6.1,0.3,2.0
PC,SM_SEV,Y25-34,T,BG,24.6 u,12.4,18.7,22.5,22.1,25.7,34.2,17.0,23.0,26.6,21.3
PC,SM_SEV,Y25-34,T,CH,3.9,1.9,3.2,1.5,4.8,1.5,1.5,3.1,3.3,2.2,1.5
PC,SM_SEV,Y25-34,T,CY,0.0,3.3,1.9,0.0,0.0,0.7,1.9,0.7,1.5,1.6,0.0
PC,SM_SEV,Y25-34,T,CZ,6.8,10.5,8.3,3.8,6.4,11.6,7.6,4.3,9.1,7.1,7.4
PC,SM_SEV,Y25-34,T,DE,3.3 b,6.6,4.2,4.6,3.9,5.3,7.9,4.0,4.5,6.0,5.7
PC,SM_SEV,Y25-34,T,DK,7.9,8.7,6.1,7.0,6.5,7.2,2.6,4.5,8.5,2.4,2.5
PC,SM_SEV,Y25-34,T,EA,6.3,5.6 e,5.6 e,5.0 e,5.0 e,5.9 e,7.2 e,5.8 e,5.6 e,5.0 e,5.7 e
PC,SM_SEV,Y25-34,T,EA18,6.3,5.5 e,5.5 e,4.9 e,4.8 e,5.8 e,7.2 e,5.9 e,5.7 e,5.2 e,6.0 e
PC,SM_SEV,Y25-34,T,EA19,6.3,5.6 e,5.6 e,5.0 e,5.0 e,5.9 e,7.2 e,6.0 e,5.8 e,5.3 e,6.0 e
PC,SM_SEV,Y25-34,T,EE,5.2,7.7,4.1,7.7,6.0,4.4,8.5,7.8,6.0,7.1,21.2
PC,SM_SEV,Y25-34,T,EL,9.8,7.8,15.2,15.7,15.0,17.5,23.4,30.3,33.2,13.8,10.1
PC,SM_SEV,Y25-34,T,ES,7.5,7.6,5.0,2.4,3.1,1.8,2.6,4.4,4.1,2.4,4.2
PC,SM_SEV,Y25-34,T,EU,,6.4 e,6.4 e,6.4 e,6.6 e,7.9 e,8.4 e,7.2 e,7.6 e,7.4 e,8.0 e
PC,SM_SEV,Y25-34,T,EU27_2007,,6.4 e,6.4 e,6.4 e,6.6 e,7.8 e,8.4 e,7.2 e,7.5 e,7.4 e,8.0 e
PC,SM_SEV,Y25-34,T,EU27_2020,7.7 e,7.4 e,7.4 e,7.4 e,7.4 e,8.6 e,9.2 e,7.9 e,8.1 e,8.3 e,8.7 e
PC,SM_SEV,Y25-34,T,EU28,,6.4 e,6.4 e,6.4 e,6.6 e,7.9 e,8.4 e,7.2 e,7.6 e,7.4 e,8.0 e
PC,SM_SEV,Y25-34,T,FI,1.1,1.4,0.9,2.1,2.1,2.1,3.0,0.9,0.4,1.5,5.5
PC,SM_SEV,Y25-34,T,FR,6.3 b,3.2,4.5,2.2,3.2,2.4,2.8,2.7,4.2,2.4,3.9
PC,SM_SEV,Y25-34,T,HR,10.9,7.3,6.6,8.6,9.7,14.2,18.9,13.6,26.8,13.2 u,15.1 u
PC,SM_SEV,Y25-34,T,HU,15.2,10.6,11.6,29.2,28.8,33.1,37.2,28.9,26.5,30.1,25.0
PC,SM_SEV,Y25-34,T,IE,3.6 b,0.0,1.7,0.5,3.1,3.3,1.7,4.1,1.3,0.1,0.0
PC,SM_SEV,Y25-34,T,IS,,,4.0,1.2,1.7,2.8,4.0 u,6.0,3.8,4.9,6.9
PC,SM_SEV,Y25-34,T,IT,12.9,13.8,12.6,8.9,7.1,16.4,18.5,16.6,9.8,11.5,12.2
PC,SM_SEV,Y25-34,T,LT,5.3,16.6,7.3,22.5,34.4,26.6,15.1,22.2,22.9,21.9,14.6
PC,SM_SEV,Y25-34,T,LU,2.2 b,3.6,1.7,1.4,3.2,2.0,2.1,2.0,0.3,2.5,1.5
PC,SM_SEV,Y25-34,T,LV,20.8,20.6,22.7,28.3,21.4,29.9,30.9,29.1,31.5,27.4,30.7
PC,SM_SEV,Y25-34,T,ME,31.8,31.3,30.4,34.0,27.3,32.0,35.0,29.5,,,
PC,SM_SEV,Y25-34,T,MK,24.8 u,15.7 u,24.3 u,26.2 u,26.8 u,29.0 u,35.3 u,39.7 u,21.8 u,29.4,19.0
PC,SM_SEV,Y25-34,T,MT,0 u,6.1 u,2.3 u,1.8 u,1.8 u,7.3 u,9.2 u,5.8 u,6.7 u,0 u,0 u
PC,SM_SEV,Y25-34,T,NL,2.9,4.4,2.4,3.9,4.4,1.0,4.6,0.3,1.9,0.5,0.2
PC,SM_SEV,Y25-34,T,NO,1.2,0.0,2.1,1.2,1.5,2.0,6.4,2.5,5.5,9.7,6.8
PC,SM_SEV,Y25-34,T,PL,,16.2,15.7,13.7,17.4,19.5,17.3,14.6,13.1,19.0,20.1
PC,SM_SEV,Y25-34,T,PT,7.3,9.3,6.8,7.4,10.3,6.9,7.2,6.3,5.5,3.5,13.1
PC,SM_SEV,Y25-34,T,RO,22.8,22.8,32.5,31.0,25.2,27.8,31.4,33.8,34.7,47.1,40.6
PC,SM_SEV,Y25-34,T,RS,17.4,17.6,25.4,30.8,27.4,24.9,22.9,24.4,,,
PC,SM_SEV,Y25-34,T,SE,4.1,3.3,10.0,15.2,10.5,14.1 u,8.5 u,5.9,4.0,4.6,2.0
PC,SM_SEV,Y25-34,T,SI,10.4,3.2,9.7,7.3,6.4,11.0,8.2,11.5,10.7,9.7,23.7
PC,SM_SEV,Y25-34,T,SK,4.9,3.8,4.5,8.0,5.7,4.4,5.5,8.3,8.3,12.2,5.1
PC,SM_SEV,Y25-34,T,TR,27.5,31.5,27.8,32.8,33.4,27.5,33.4,34.5,35.4,33.1,35.5
PC,SM_SEV,Y25-34,T,UK,,,2.4,1.8 b,3.0,4.3,2.9,2.6,4.5,1.5,3.4
PC,SM_SEV,Y25-34,T,XK,,,24.7 u,,,,,,,,
PC,SM_SEV,Y35-44,F,AL,19.7,23.3,33.7,33.4,,,,,,,
PC,SM_SEV,Y35-44,F,AT,7.4,9.6,6.4,7.8,10.1,8.8,9.2,11.9,8.2,8.6,9.0
PC,SM_SEV,Y35-44,F,BE,5.0,3.0 b,5.3,3.3,3.4 b,4.0,1.4,1.1,0.9,3.5,5.8
PC,SM_SEV,Y35-44,F,BG,10.2,14.0,12.7,19.6,22.4,31.0,24.3,23.5,21.0,26.0,26.7
PC,SM_SEV,Y35-44,F,CH,1.2,2.0,0.0,2.5,2.2,0.2,1.8,2.1,0.6,4.3,1.1
PC,SM_SEV,Y35-44,F,CY,2.5,1.0,0.2,4.7,0.9,2.1,3.8,0.4,0.0,0.3,3.2
PC,SM_SEV,Y35-44,F,CZ,4.8,2.9,4.2,2.5,8.0,6.7,9.6,10.7,12.5,10.2,11.7
PC,SM_SEV,Y35-44,F,DE,7.2 b,6.1,3.1,5.3,3.9,1.9,6.3,5.4,2.1,3.1,5.5
PC,SM_SEV,Y35-44,F,DK,2.0,2.1,7.8,8.7,4.9,2.5,5.1,2.6,3.1,4.1,2.6
PC,SM_SEV,Y35-44,F,EA,7.7,6.2 e,6.2 e,5.7 e,6.7 e,6.8 e,7.4 e,6.4 e,4.6 e,4.6 e,6.2 e
PC,SM_SEV,Y35-44,F,EA18,7.7,6.2 e,6.2 e,5.7 e,6.7 e,6.8 e,7.4 e,6.6 e,4.7 e,4.8 e,6.5 e
PC,SM_SEV,Y35-44,F,EA19,7.7,6.2 e,6.2 e,5.7 e,6.7 e,6.8 e,7.4 e,6.7 e,4.7 e,4.8 e,6.5 e
PC,SM_SEV,Y35-44,F,EE,5.4,4.5,7.6,13.0,11.9,3.7,5.3,7.7,10.9,13.6,23.5
PC,SM_SEV,Y35-44,F,EL,16.7,18.3,13.9,13.7,12.9,12.8,8.5,14.2,7.8,4.6,13.0
PC,SM_SEV,Y35-44,F,ES,7.9,2.6,4.2,0.4,1.4,3.9,2.6,2.2,0.1,1.9,2.6
PC,SM_SEV,Y35-44,F,EU,,7.3 e,7.3 e,7.5 e,7.8 e,8.0 e,8.8 e,8.6 e,6.8 e,7.4 e,8.4 e
PC,SM_SEV,Y35-44,F,EU27_2007,,7.2 e,7.2 e,7.5 e,7.8 e,8.0 e,8.8 e,8.5 e,6.8 e,7.4 e,8.3 e
PC,SM_SEV,Y35-44,F,EU27_2020,9.0 e,7.8 e,7.8 e,8.2 e,8.8 e,8.9 e,9.6 e,8.8 e,7.3 e,7.6 e,8.7 e
PC,SM_SEV,Y35-44,F,EU28,,7.3 e,7.3 e,7.5 e,7.8 e,8.0 e,8.8 e,8.6 e,6.8 e,7.4 e,8.4 e
PC,SM_SEV,Y35-44,F,FI,1.1,0.7,1.3,0.5,0.6,0.5,0.9,0.6,1.9,0.0,0.3
PC,SM_SEV,Y35-44,F,FR,7.7 b,3.6,6.4,4.6,8.1,4.3,4.1,4.0,4.5,2.0,7.6
PC,SM_SEV,Y35-44,F,HR,8.5,11.9,14.4,10.0,9.2,13.3,9.2,18.7,18.8,14.1,24.7
PC,SM_SEV,Y35-44,F,HU,24.4,20.2,15.4,37.4,33.5,25.9,37.2,32.6,38.6,31.9,30.2
PC,SM_SEV,Y35-44,F,IE,1.5 b,4.4,5.1,3.9,2.4,1.9,0.0,2.9,0.0,1.9,3.0
PC,SM_SEV,Y35-44,F,IS,,,1.3,3.7,5.4,1.3,6.3,7.8 u,8.8 u,6.4 u,4.4 u
PC,SM_SEV,Y35-44,F,IT,13.0,13.6,15.3,13.2,16.7,19.8,22.3,14.7,13.1,13.3,12.4
PC,SM_SEV,Y35-44,F,LT,11.1,19.6,8.5,7.4,7.2,14.4,15.3,19.2,6.3,14.6,7.3
PC,SM_SEV,Y35-44,F,LU,8.1 b,7.5,6.5,2.6,3.5,3.9,2.3,3.2,0.9,2.0,2.9
PC,SM_SEV,Y35-44,F,LV,26.7,25.2,29.8,28.7,28.1,25.9,30.8,36.5,24.5,29.3,29.4
PC,SM_SEV,Y35-44,F,ME,25.9,26.1,26.2,24.2,21.1,39.2,26.7,41.5,,,
PC,SM_SEV,Y35-44,F,MK,25.7 u,16.7 u,26.6,18.1,27.8,25.9 u,16.7 u,30.9 u,21.6 u,29.8,19.5
PC,SM_SEV,Y35-44,F,MT,0.0,0 u,4.2 u,6.9 u,7.5 u,,0 u,0 u,0 u,0 u,0 u
PC,SM_SEV,Y35-44,F,NL,1.1,3.0,1.8,0.1,0.6,0.3,0.0,3.8,0.0,1.1,1.0
PC,SM_SEV,Y35-44,F,NO,0.0,0.0,1.0,1.0,2.2,2.9,1.7,3.7,1.4,2.6,1.2
PC,SM_SEV,Y35-44,F,PL,,13.5,19.3,21.6,18.2,21.0,16.6,13.8,15.5,17.3,15.2
PC,SM_SEV,Y35-44,F,PT,9.6,5.4,4.1,6.8,6.4,5.2,6.4,3.4,4.6,3.6,5.2
PC,SM_SEV,Y35-44,F,RO,19.4,19.1,17.1,20.1,26.4,25.1,36.8,36.2,30.4,32.6,33.4
PC,SM_SEV,Y35-44,F,RS,16.0 u,25.4,11.3,26.4,32.5,32.5,27.9,34.1,,,
PC,SM_SEV,Y35-44,F,SE,4.3 u,7.7,13.5 u,6.1,11.6 u,5.9,6.8 u,7.2,4.6,5.6,0.6
PC,SM_SEV,Y35-44,F,SI,11.0,11.8,5.1,5.5,11.2,8.7,13.4,6.7,10.2,15.6,21.9
PC,SM_SEV,Y35-44,F,SK,7.5,9.5,9.4,11.5,7.8,9.3,5.2,9.9,9.7,4.0,6.5
PC,SM_SEV,Y35-44,F,TR,31.0,32.5,30.9,33.4,36.2,34.2,37.2,37.2,40.2,42.4,41.3
PC,SM_SEV,Y35-44,F,UK,,,5.1,4.4 b,2.6,1.8,2.6,6.3,3.2,5.9,5.9
PC,SM_SEV,Y35-44,F,XK,,,34.0,,,,,,,,
PC,SM_SEV,Y35-44,M,AL,18.4,23.1,38.3,28.6,,,,,,,
PC,SM_SEV,Y35-44,M,AT,8.0,10.3,8.6,8.5,11.3,5.4,6.5,8.2,7.0,5.2,5.2
PC,SM_SEV,Y35-44,M,BE,4.9,4.4 b,3.9,2.1,2.4 b,3.0,3.9,2.4,1.0,2.2,0.7
PC,SM_SEV,Y35-44,M,BG,4.3,8.9,13.4,14.3,13.4,19.2,27.4,27.9,22.3,29.7,28.3
PC,SM_SEV,Y35-44,M,CH,0.0,0.6,0.7,1.2,1.9,2.8,8.5,3.8,0.5,5.6,4.4
PC,SM_SEV,Y35-44,M,CY,0.0,3.1,0.0,1.3,0.0,0.0,3.2,1.2,0.7,0.5,0.7
PC,SM_SEV,Y35-44,M,CZ,0.0,2.3,7.9,7.0,9.5,10.2,10.7,7.1,6.6,8.6,4.2
PC,SM_SEV,Y35-44,M,DE,7.4 b,7.0,3.2,4.1,3.4,1.2,1.0,4.5,4.4,5.2,4.0
PC,SM_SEV,Y35-44,M,DK,2.7,1.6,5.0,1.5,1.5,3.8,2.9,10.7,4.1,4.5,5.1
PC,SM_SEV,Y35-44,M,EA,5.4,6.7 e,6.7 e,3.9 e,5.5 e,4.5 e,5.0 e,5.7 e,5.1 e,5.4 e,5.5 e
PC,SM_SEV,Y35-44,M,EA18,5.3,6.7 e,6.7 e,3.8 e,5.5 e,4.4 e,5.0 e,5.9 e,5.2 e,5.6 e,5.7 e
PC,SM_SEV,Y35-44,M,EA19,5.4,6.7 e,6.7 e,3.9 e,5.5 e,4.5 e,5.1 e,5.9 e,5.2 e,5.6 e,5.8 e
PC,SM_SEV,Y35-44,M,EE,5.5,3.5,7.7,5.5,7.9,3.2,5.2,7.5,8.6,7.5,15.9
PC,SM_SEV,Y35-44,M,EL,14.9,12.3,8.4,11.5,10.4,13.5,14.4,15.3,4.3,15.7,24.4
PC,SM_SEV,Y35-44,M,ES,5.5,2.6,5.5,0.2,1.2,0.3,0.9,2.9,2.3,1.6,2.5
PC,SM_SEV,Y35-44,M,EU,,7.5 e,7.5 e,5.9 e,6.9 e,6.2 e,7.0 e,8.4 e,6.9 e,7.2 e,7.7 e
PC,SM_SEV,Y35-44,M,EU27_2007,,7.4 e,7.4 e,5.8 e,6.9 e,6.2 e,7.0 e,8.3 e,6.9 e,7.1 e,7.7 e
PC,SM_SEV,Y35-44,M,EU27_2020,6.3 e,8.3 e,8.3 e,6.5 e,7.9 e,6.8 e,7.4 e,8.2 e,7.4 e,7.8 e,8.8 e
PC,SM_SEV,Y35-44,M,EU28,,7.5 e,7.5 e,5.9 e,6.9 e,6.2 e,7.0 e,8.4 e,6.9 e,7.2 e,7.7 e
PC,SM_SEV,Y35-44,M,FI,2.4,1.9,1.6,0.0,0.8,0.0,0.5,1.3,2.7,3.1,0.5
PC,SM_SEV,Y35-44,M,FR,3.2 b,3.4,5.8,2.9,6.0,1.7,4.0,4.0,5.1,1.5,4.6
PC,SM_SEV,Y35-44,M,HR,9.2,10.8,14.5,20.6,13.3,12.3,10.6,17.6,19.7,23.1,16.1
PC,SM_SEV,Y35-44,M,HU,6.1,15.1,14.5,27.7,26.0,25.1,32.8,32.8,30.9,29.4,27.0
PC,SM_SEV,Y35-44,M,IE,2.6 b,2.5,0.6,0.5,0.6,1.4,0.0,0.9,0.0,0.0,0.0
PC,SM_SEV,Y35-44,M,IS,,,2.8 u,5.9 u,0 u,3.7 u,3.7 u,3.8 u,,0 u,4.2 u
PC,SM_SEV,Y35-44,M,IT,5.3,5.4,17.5,6.3,12.8,13.0,16.8,12.9,9.6,13.8,11.9
PC,SM_SEV,Y35-44,M,LT,15.1,10.6,12.5,14.8,13.5,20.9,16.0,7.8,3.2,5.6,16.9
PC,SM_SEV,Y35-44,M,LU,0.0 b,2.6,4.9,7.0,6.1,1.9,2.9,0.0,3.4,1.5,5.3
PC,SM_SEV,Y35-44,M,LV,19.3,19.2,23.5,21.8,23.4,22.4,25.9,25.5,21.7,23.4,31.3
PC,SM_SEV,Y35-44,M,ME,37.8,27.7,34.0,22.0,28.6,29.7,31.2,31.2,,,
PC,SM_SEV,Y35-44,M,MK,29.7 u,31.4 u,25.9 u,26.7 u,35.8 u,21.1 u,19.2 u,20.6 u,24.3,28.8,20.6
PC,SM_SEV,Y35-44,M,MT,0 u,1.4 u,3.1 u,0 u,0 u,0 u,0 u,,4.2 u,0 u,0 u
PC,SM_SEV,Y35-44,M,NL,0.9,2.1,4.3,1.5,4.2,0.0,0.0,0.0,0.8,0.0,2.5
PC,SM_SEV,Y35-44,M,NO,0.0,3.9,2.2 u,2.7 u,0 u,0 u,1.8,0.0,4.3,4.2,5.4
PC,SM_SEV,Y35-44,M,PL,,14.3,14.7,14.8,17.1,12.8,8.3,14.1,14.8,12.4,21.6
PC,SM_SEV,Y35-44,M,PT,9.1,6.1,4.9,3.2,4.5,8.6,7.9,10.2,9.9,7.6,15.3
PC,SM_SEV,Y35-44,M,RO,9.2,13.2,26.7,28.8,32.8,34.1,42.9,45.6,34.8,36.4,41.3
PC,SM_SEV,Y35-44,M,RS,14.0 u,21.9 u,24.8 u,23.2,25.7,25.9,36.0,34.9,,,
PC,SM_SEV,Y35-44,M,SE,10.4 u,4.3 u,11.5 u,,9.2 u,,20.7 u,0.0,7.6,6.9,4.4
PC,SM_SEV,Y35-44,M,SI,4.1,3.1,4.0,3.7,1.6,5.6,7.7,9.2,11.0,20.9,26.2
PC,SM_SEV,Y35-44,M,SK,6.8,8.4,7.1,6.0,6.3,6.4,1.9,5.5,5.1,8.4,7.1
PC,SM_SEV,Y35-44,M,TR,31.3,33.6,29.3,31.7,31.2,34.8,35.3,37.0,45.3,40.9,38.6
PC,SM_SEV,Y35-44,M,UK,,,2.7,2.7 b,1.4,2.4,3.8,10.2,3.1,2.8,0.0
PC,SM_SEV,Y35-44,M,XK,,,27.1,,,,,,,,
PC,SM_SEV,Y35-44,T,AL,19.0,23.2,35.8,31.2,,,,,,,
PC,SM_SEV,Y35-44,T,AT,7.8,9.9,7.5,8.2,10.7,7.2,7.9,10.1,7.6,7.0,7.0
PC,SM_SEV,Y35-44,T,BE,4.9,3.7 b,4.7,2.8,3.0 b,3.5,2.6,1.7,0.9,3.0,3.6
PC,SM_SEV,Y35-44,T,BG,7.4,11.6,13.0,17.0,17.4,24.2,25.9,25.4,21.6,27.9,27.5
PC,SM_SEV,Y35-44,T,CH,0.7,1.4,0.3,2.0,2.0,1.4,4.8,2.8,0.5,4.9,2.6
PC,SM_SEV,Y35-44,T,CY,1.3,1.9,0.1,3.1,0.4,1.0,3.5,0.8,0.3,0.4,2.0
PC,SM_SEV,Y35-44,T,CZ,2.7,2.7,5.5,4.3,8.5,8.0,10.0,9.3,10.4,9.6,8.7
PC,SM_SEV,Y35-44,T,DE,7.3 b,6.5,3.1,4.7,3.7,1.5,3.8,5.0,3.3,4.2,4.8
PC,SM_SEV,Y35-44,T,DK,2.2,1.9,6.5,5.3,3.2,3.0,4.0,6.0,3.6,4.2,3.7
PC,SM_SEV,Y35-44,T,EA,6.6,6.4 e,6.4 e,4.8 e,6.2 e,5.7 e,6.3 e,6.1 e,4.8 e,5.0 e,5.9 e
PC,SM_SEV,Y35-44,T,EA18,6.6,6.4 e,6.4,4.8,6.1,5.6 e,6.3 e,6.3 e,4.9 e,5.2,6.1
PC,SM_SEV,Y35-44,T,EA19,6.6,6.4 e,6.4,4.8,6.2,5.7 e,6.3 e,6.3 e,4.9 e,5.2,6.2
PC,SM_SEV,Y35-44,T,EE,5.5,4.0,7.6,9.5,9.9,3.4,5.2,7.6,9.7,10.6,19.8
PC,SM_SEV,Y35-44,T,EL,15.7,15.0,11.0,12.6,11.7,13.2,11.5,14.7,6.1,10.5,18.8
PC,SM_SEV,Y35-44,T,ES,6.8,2.6,4.7,0.4,1.3,2.2,1.8,2.5,1.3,1.7,2.6
PC,SM_SEV,Y35-44,T,EU,,7.4 e,7.4,6.8,7.4,7.2 e,8.0 e,8.5 e,6.9 e,7.3,8.1
PC,SM_SEV,Y35-44,T,EU27_2007,,7.3 e,7.3,6.7,7.4,7.1 e,8.0 e,8.4 e,6.8 e,7.3,8.0
PC,SM_SEV,Y35-44,T,EU27_2020,7.8 e,8.0 e,8.0 e,7.4 e,8.4 e,7.9 e,8.6 e,8.6 e,7.4 e,7.7 e,8.8 e
PC,SM_SEV,Y35-44,T,EU28,,7.4 e,7.4,6.8,7.4,7.2 e,8.0 e,8.5 e,6.9 e,7.3,8.1
PC,SM_SEV,Y35-44,T,FI,1.7,1.3,1.5,0.3,0.7,0.3,0.7,1.0,2.2,1.6,0.4
PC,SM_SEV,Y35-44,T,FR,5.7 b,3.5,6.1,3.8,7.1,3.0,4.1,4.0,4.8,1.8,6.2
PC,SM_SEV,Y35-44,T,HR,8.9,11.3,14.5,15.2,11.3,12.8,10.0,18.0,19.3,19.6,20.2
PC,SM_SEV,Y35-44,T,HU,16.9,17.8,14.9,32.8,29.8,25.5,34.9,32.7,34.9,30.7,28.6
PC,SM_SEV,Y35-44,T,IE,1.9 b,3.4,2.7,2.2,1.4,1.6,0.0,1.9,0.0,1.0,1.5
PC,SM_SEV,Y35-44,T,IS,,,1.9,4.5,3.3,2.1,5.4,6.3,6.0,3.9,4.3
PC,SM_SEV,Y35-44,T,IT,9.2,9.3,16.3,9.8,15.0,16.5,19.7,13.9,11.4,13.5,12.2
PC,SM_SEV,Y35-44,T,LT,12.9,15.4,10.4,10.5,10.0,17.4,15.6,13.7,4.6,9.5,12.6
PC,SM_SEV,Y35-44,T,LU,4.8 b,5.3,5.6,4.8,4.7,3.1,2.6,1.7,2.0,1.7,4.0
PC,SM_SEV,Y35-44,T,LV,23.2,22.3,26.8,25.7,25.8,24.1,28.4,31.0,23.1,26.2,30.3
PC,SM_SEV,Y35-44,T,ME,31.8,26.8,29.3,23.3,24.2,34.2,28.7,36.2,,,
PC,SM_SEV,Y35-44,T,MK,28.0,23.7,26.3,21.8,30.9,23.2,17.9,26.4,23.0,29.3,20.1
PC,SM_SEV,Y35-44,T,MT,0.0,0.6,3.6,3.6,4.1,1.0 u,0 u,0 u,2.5 u,0.0,0.0
PC,SM_SEV,Y35-44,T,NL,1.0,2.6,3.0,0.7,2.1,0.2,0.0,2.3,0.3,0.6,1.6
PC,SM_SEV,Y35-44,T,NO,0.0,1.9,1.5,1.7,1.6,2.0,1.8,2.3,2.5,3.3,2.8
PC,SM_SEV,Y35-44,T,PL,,13.9,16.9,18.3,17.7,17.0,12.8,14.0,15.1,14.8,18.4
PC,SM_SEV,Y35-44,T,PT,9.4,5.7,4.4,5.3,5.6,6.7,7.1,6.5,6.7,5.3,9.5
PC,SM_SEV,Y35-44,T,RO,14.6,16.7,21.4,23.9,29.5,28.8,39.5,39.7,32.1,34.0,36.7
PC,SM_SEV,Y35-44,T,RS,15.1,23.8,17.4,24.9,29.0,29.2,31.7,34.4,,,
PC,SM_SEV,Y35-44,T,SE,6.7,6.4,12.7,10.2,10.7,5.3,11.1,4.1,5.9,6.2,2.2
PC,SM_SEV,Y35-44,T,SI,7.4,7.4,4.5,4.5,6.8,7.2,10.4,8.0,10.6,18.3,23.8
PC,SM_SEV,Y35-44,T,SK,7.2,9.0,8.3,9.0,7.1,8.0,3.5,7.8,7.5,6.1,6.7
PC,SM_SEV,Y35-44,T,TR,31.1,33.0,30.3,32.7,34.1,34.5,36.4,37.1,42.4,41.8,40.3
PC,SM_SEV,Y35-44,T,UK,,,4.1,3.6 b,2.1,2.1,3.1,8.1,3.1,4.5,3.0
PC,SM_SEV,Y35-44,T,XK,,,30.7,,,,,,,,
PC,SM_SEV,Y45-54,F,AL,18.3,27.7,31.2,23.2,,,,,,,
PC,SM_SEV,Y45-54,F,AT,3.0,4.9,6.4,6.9,3.8,4.5,4.2,3.5,3.4,5.3,5.0
PC,SM_SEV,Y45-54,F,BE,1.9,1.6 b,1.0,2.3,1.5 b,0.6,0.3,0.0,0.4,0.0,1.4
PC,SM_SEV,Y45-54,F,BG,10.0,10.9,11.7,15.1,17.3,16.4,17.3,16.4,18.0,18.6,16.6
PC,SM_SEV,Y45-54,F,CH,0.8,0.6,0.4,2.9,2.8,2.6,1.4,3.2,1.1,1.3,1.8
PC,SM_SEV,Y45-54,F,CY,0.5,1.4,0.3,1.7,0.0,0.0,3.4,0.2,2.1,3.1,5.1
PC,SM_SEV,Y45-54,F,CZ,6.1,5.1,2.8,3.6,5.0,5.7,5.8,7.6,6.4,6.6,3.2
PC,SM_SEV,Y45-54,F,DE,3.2 b,2.6,1.6,1.3,2.2,1.4,1.6,2.7,3.0,1.4,2.3
PC,SM_SEV,Y45-54,F,DK,3.5,3.1,0.9,1.9,2.6,3.3,0.8,1.7,1.4,3.2,5.7
PC,SM_SEV,Y45-54,F,EA,5.7,4.2 e,4.2 e,3.8 e,4.1 e,5.0 e,4.2 e,4.4 e,4.8 e,4.2 e,3.9 e
PC,SM_SEV,Y45-54,F,EA18,5.7,4.1 e,4.1,3.7,4.1,4.9,4.2 e,4.5,4.9,4.3,4.1
PC,SM_SEV,Y45-54,F,EA19,5.7,4.2 e,4.2,3.8,4.1,5.0,4.3 e,4.6,4.9,4.4,4.2
PC,SM_SEV,Y45-54,F,EE,3.4,4.9,2.8,6.0,6.4,3.4,8.5,8.7,4.1,5.3,12.7
PC,SM_SEV,Y45-54,F,EL,12.4,11.4,11.1,9.9,11.0,10.2,10.7,12.8,16.8,17.0,16.5
PC,SM_SEV,Y45-54,F,ES,5.5,4.1,2.0,1.1,3.1,0.9,2.1,1.3,1.2,1.2,1.4
