unit,hlth_pb,worktime,age,sex,time,EU28,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,IS,CH,UK,TR
THS,PB1070,PT,Y55-64,T,2011,1345.649,30.616,: u,20,26.122,242.397,3.734 u,6.09,5.95 u,47.205,182.399,12.945 u,48.409,1.571,: u,5.525 u,1.09 u,18.053,: u,100.52,30.159,76.336,62.591,80.722,7.483 u,4.286 u,35.103,78.154,1.664,61.668,211.322,199.156
THS,PB1070,TOTAL,TOTAL,F,2011,6817.209,160.41,34.585,118.337,143.595,830.412,25.299,22.011,55.563,456.351,1330.403,41.651,438.03,11.063,41.547,46.357,12.863,75.823,4.048,320.164,193.995,347.463,328.278,218.809,66.713,65.427,174.474,306.898,19.086,278.924,946.642,1278.253
THS,PB1070,TOTAL,TOTAL,M,2011,6448.816,146.708,34.779,122.808,109.018,858.212,17.978,24.834,74.509,453.358,1166.531,56.692,504.498,13.704,23.762,32.635,10.501,61.52,4.828,249.163,229.045,426.504,248.111,186.429,71.903,65.338,139.224,225.026,13.977,266.081,891.197,1989.582
THS,PB1070,TOTAL,TOTAL,T,2011,13266.026,307.119,69.364,241.145,252.613,1688.624,43.277,46.844,130.072,909.709,2496.934,98.343,942.529,24.767,65.309,78.992,23.364,137.343,8.876,569.327,423.04,773.967,576.388,405.238,138.615,130.765,313.698,531.924,33.064,545.005,1837.839,3267.834
THS,PB1070,TOTAL,Y15-24,F,2011,299.871,3.72 u,: u,2.29 u,12.748,: u,: u,1.003,: u,10.381,64.899 u,: u,: u,: u,: u,: u,: u,: u,: u,22.967 u,10.892 u,5.071 u,: u,: u,1.548 u,: u,9.268,23.567,3.85,34.43,82.701,51.09
THS,PB1070,TOTAL,Y15-24,M,2011,254.155,4.906 u,: u,4.159 u,8.042,: u,: u,: u,: u,8.46,: u,: u,6.288 u,0.631 u,: u,: u,: u,: u,: u,18.04 u,11.186 u,12.622 u,: u,: u,2.363 u,: u,7.84,11.987,2.084,29.755,58.289,108.118
THS,PB1070,TOTAL,Y15-24,T,2011,554.027,8.626 u,: u,6.449,20.791,78.423,: u,1.823,: u,18.842,100.746,: u,9.51,0.822 u,: u,: u,0.654 u,: u,: u,41.007,22.078,17.693 u,12.24,: u,3.911 u,3.027 u,17.108,35.553,5.934,64.184,140.99,159.208
THS,PB1070,TOTAL,Y25-34,F,2011,840.613,23.28,: u,12.137,19.321,71.853,: u,3.719,4.163 u,71.536,198.644,: u,43.29,1.086 u,4.908 u,: u,2.75,5.742,: u,50.791,22.446,31.82,49.815,8.856 u,8.888 u,5.625,26.633,45.479,2.942,44.836,119.789,193.839
THS,PB1070,TOTAL,Y25-34,M,2011,831.805,16.906,: u,15.237,19.154,87.291,: u,3.102,5.015 u,59.457,208.399,: u,51.241,1.691,: u,: u,1.682,7.144,: u,26.6 u,23.342,50.765,30.434,11.739,11.159,4.586,23.026,37.754,2.665,50.867,127.235,381.803
THS,PB1070,TOTAL,Y25-34,T,2011,1672.418,40.186,: u,27.373,38.475,159.144,4.036 u,6.82,9.178 u,130.993,407.043,: u,94.531,2.777,6.409 u,: u,4.432,12.886,1.609 u,77.391,45.787,82.585,80.249,20.596,20.048,10.211,49.659,83.232,5.606,95.704,247.024,575.642
THS,PB1070,TOTAL,Y35-44,F,2011,1507.815,40.143,7.445 u,25.259,34.906,176.202,3.786 u,4.21,10.379,118.9,299.532,6.707 u,117.962,1.85,6.638 u,10.531,3.565,12.589,: u,74.284,38.51,60.316,71.758,35.47,18.535,17.021,34.534,68.069,4.15,48.09,207.745,355.381
THS,PB1070,TOTAL,Y35-44,M,2011,1426.133,36.861,6.219 u,22.781,27.003,165.726,3.992 u,6.412,12.688,116.756,290.24,7.174 u,141.763,2.537,5.484 u,7.115 u,2.794,13.189,: u,45.84,54.77,63.408,59.747,31.709,15.773,13.67,28.148,48.446,2.592,45.601,195.023,578.9
THS,PB1070,TOTAL,Y35-44,T,2011,2933.948,77.004,13.665 u,48.04,61.909,341.928,7.778,10.622,23.066,235.657,589.772,13.881 u,259.725,4.387,12.122,17.646,6.36,25.778,1.831 u,120.125,93.28,123.723,131.506,67.178,34.308,30.691,62.683,116.515,6.742,93.691,402.768,934.281
THS,PB1070,TOTAL,Y45-54,F,2011,2485.476,64.896,11.408 u,47.237,44.66,288.211,8.75,6.518,18.412,157.823,520.876,18.779 u,178.46,4.277,16.488,18.496,4.587,30.002,: u,104.268,87.494,146.115,98.601,73.894,27.967,26.806,53.823,87.033,4.283,93.956,338.326,404.547
THS,PB1070,TOTAL,Y45-54,M,2011,2134.016,49.252,7.411 u,34.053,30.878,308.851,6.174,6.855,23.628,154.178,416.813,22.574 u,179.577,3.997,7.858,11.88,4.297,24.261,: u,79.688,82.787,144.938,71.23,50.168,26.603,25.816,42.368,63.058,3.515,76.857,253.4,563.82
THS,PB1070,TOTAL,Y45-54,T,2011,4619.492,114.148,18.819,81.29,75.539,597.063,14.925,13.373,42.04,312.001,937.689,41.353,358.038,8.273,24.346,30.377,8.884,54.263,2.687 u,183.956,170.28,291.054,169.831,124.062,54.57,52.622,96.192,150.092,7.797,170.813,591.726,968.367
THS,PB1070,TOTAL,Y55-64,F,2011,1683.434,28.371,14.346,31.414,31.959,261.242,10.021,6.56,22.421,97.71,246.453,14.042 u,95.096,3.659,12.998,15.131,1.619,26.409,: u,67.854,34.653,104.141,102.38,99.379,9.774 u,14.052,50.216,82.75,3.862,57.612,198.08,273.395
THS,PB1070,TOTAL,Y55-64,M,2011,1802.707,38.783,18.567,46.578,23.941,250.824,4.579 u,7.645,32.283,114.507,215.231,24.123 u,125.629,4.849,8.254,11.44,1.414,16.291,1.762 u,78.995,56.961,154.772,80.182,90.056,16.004,20.163,37.841,63.781,3.122,63.001,257.251,356.94
THS,PB1070,TOTAL,Y55-64,T,2011,3486.141,67.154,32.913,77.993,55.899,512.066,14.6,14.205,54.704,212.216,461.684,38.165,220.725,8.507,21.252,26.571,3.034,42.7,2.467 u,146.849,91.614,258.913,182.563,189.435,25.778,34.215,88.057,146.531,6.984,120.613,455.33,630.336
THS,PB1071,FT,TOTAL,F,2011,58161.86,1053.564,1291.287,1804.456,721.716,6323.728,236.191,541.045,1297.741,5401.143,7350.576,551.944,5746.254,157.083,355.631,542.604,53.909,1525.398,41.842,858.638,984.1,5870.635,1655.057,3374.012,320.183,902.491,818.905,1167.083,42.191,744.958,7214.645,4516.216
THS,PB1071,FT,TOTAL,M,2011,93584.548,2047.309,1438.79,2561.091,1099.966,12389.388,261.815,816.518,2051.838,8300.8,11279.686,699.773,11232.766,178.379,354.795,524.861,108.752,1886.127,98.627,3186.427,1834.841,7803.287,2034.923,4294.283,397.573,1186.477,999.048,1925.061,60.872,1788.353,12591.347,13966.698
THS,PB1071,FT,TOTAL,T,2011,151746.409,3100.873,2730.077,4365.547,1821.682,18713.116,498.006,1357.562,3349.579,13701.943,18630.262,1251.717,16979.02,335.461,710.426,1067.465,162.661,3411.525,140.469,4045.065,2818.942,13673.923,3689.981,7668.295,717.756,2088.968,1817.953,3092.144,103.063,2533.312,19805.992,18482.914
THS,PB1071,FT,Y15-24,F,2011,4935.047,93.597,71.893,101.755,49.436,1046.605,18.207,44.028,48.397,251.705,620.361,30.007 u,257.011,14.168,27.434,29.829,3.979,80.661,8.274,100.571,176.445,386.297,103.841,240.625,12.754,48.995,61.602,83.421,6.954,177.983,923.151,958.996
THS,PB1071,FT,Y15-24,M,2011,7317.916,142.075,104.949,171.295,88.047,1313.165,25.115,47.309,85.089,369.939,980.635,62.597,536.888,13.146,35.065,39.086,5.76,107.766,11.67,201.37,249.532,637.847,141.509,334.103,27.066,92.371,80.528,162.775,8.031,228.825,1251.219,2121.214
THS,PB1071,FT,Y15-24,T,2011,12252.963,235.672,176.842,273.05,137.483,2359.77,43.322,91.337,133.486,621.644,1600.996,92.604,793.898,27.314,62.499,68.915,9.739,188.427,19.944,301.941,425.976,1024.144,245.349,574.728,39.82,141.367,142.13,246.196,14.985,406.808,2174.37,3080.21
THS,PB1071,FT,Y25-34,F,2011,15444.229,325.43,298.405,418.83,153.149,1545.175,56.384,205.672,333.031,1535.848,1901.395,124.127,1356.548,51.757,86.869,135.249,19.907,384.726,16.814,297.162,262.344,1717.417,486.37,1019.136,99.544,240.348,174.526,267.032,8.396,207.999,1931.033,1547.94
THS,PB1071,FT,Y25-34,M,2011,23327.669,532.412,362.049,710.111,213.958,2582.814,75.113,227.239,504.205,2094.545,2847.295,159.09,2421.386,51.565,96.275,133.255,28.762,574.875,28.011,709.649,420.48,2413.09,567.083,1228.35,116.289,355.923,249.584,434.519,13.635,373.432,3189.739,4829.014
THS,PB1071,FT,Y25-34,T,2011,38771.897,857.842,660.454,1128.942,367.107,4127.989,131.497,432.911,837.236,3630.393,4748.69,283.217,3777.934,103.321,183.143,268.504,48.669,959.601,44.825,1006.81,682.824,4130.506,1053.453,2247.486,215.833,596.272,424.11,701.551,22.031,581.431,5120.773,6376.954
THS,PB1071,FT,Y35-44,F,2011,15843.103,297.462,372.106,555.576,202.476,1313.462,60.964,134.974,436.096,1644.81,1926.968,139.759,1796.021,44.085,92.802,151.99,14.712,454.802,8.094,188.715,225.36,1656.804,522.089,1095.004,97.166,260.912,195.586,297.002,10.086,138.34,1657.308,1225.426
THS,PB1071,FT,Y35-44,M,2011,26835.678,576.274,401.082,745.531,316.784,3281.693,69.325,245.117,651.107,2621.173,3235.123,155.474,3633.78,44.721,93.9,143.757,34.157,569.223,23.038,900.646,513.041,2056.006,609.377,1369.908,113.014,321.865,253.527,515.32,15.667,452.889,3341.717,3935.441
THS,PB1071,FT,Y35-44,T,2011,42678.78,873.736,773.188,1301.107,519.259,4595.154,130.288,380.091,1087.202,4265.983,5162.091,295.234,5429.801,88.805,186.703,295.747,48.869,1024.024,31.132,1089.361,738.401,3712.809,1131.466,2464.912,210.18,582.776,449.113,812.322,25.753,591.228,4999.025,5160.867
THS,PB1071,FT,Y45-54,F,2011,15256.281,255.072,353.19,504.586,206.224,1618.802,61.519,107.196,343.503,1359.045,1999.416,188.479,1639.371,32.773,95.298,157.285,11.64,412.556,6.691,186.158,249.855,1600.462,390.444,715.391,92.545,260.991,240.878,311.937,10.9,140.967,1854.975,596.954
THS,PB1071,FT,Y45-54,M,2011,24142.977,568.45,348.039,575.755,298.96,3412.922,59.156,189.265,536.942,2138.773,3000.494,198.684,3266.779,42.989,88.169,143.388,29.517,421.82,23.791,901.265,488.926,1765.861,500.24,896.651,105.256,272.704,260.471,473.888,13.642,456.003,3133.822,2313.386
THS,PB1071,FT,Y45-54,T,2011,39399.258,823.522,701.229,1080.34,505.184,5031.724,120.674,296.461,880.445,3497.818,4999.91,387.163,4906.15,75.762,183.468,300.672,41.157,834.376,30.482,1087.423,738.781,3366.323,890.684,1612.042,197.801,533.694,501.349,785.825,24.542,596.97,4988.797,2910.34
THS,PB1071,FT,Y55-64,F,2011,6683.202,82.004,195.693,223.709,110.432,799.685,39.117,49.174,136.713,609.735,902.437,69.572,697.303,14.301,53.229,68.251,3.672,192.654,1.969 u,86.032,70.097,509.655,152.315,303.855,18.173,91.245,146.314,207.69,5.855,79.669,848.178,186.9
THS,PB1071,FT,Y55-64,M,2011,11960.309,228.098,222.67,358.398,182.217,1798.794,33.107,107.588,274.495,1076.37,1216.138,123.928,1373.933,25.959,41.385,65.375,10.555,212.443,12.117,473.498,162.862,930.485,216.714,465.272,35.949,143.614,154.938,338.559,9.897,277.205,1674.849,767.644
THS,PB1071,FT,Y55-64,T,2011,18643.511,310.101,418.363,582.107,292.649,2598.479,72.224,156.762,411.208,1686.105,2118.575,193.499,2071.236,40.259,94.614,133.626,14.227,405.096,14.086,559.53,232.959,1440.14,369.029,769.127,54.122,234.859,301.251,546.25,15.752,356.874,2523.027,954.544
THS,PB1071,NRP,TOTAL,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,8.37,17.948,:
THS,PB1071,NRP,TOTAL,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.252 u,27.193,:
THS,PB1071,NRP,TOTAL,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,10.622,45.141,:
THS,PB1071,NRP,Y15-24,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.263 u,: u,:
THS,PB1071,NRP,Y15-24,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,12.423,:
THS,PB1071,NRP,Y15-24,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.523 u,17.71,:
THS,PB1071,NRP,Y25-34,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y25-34,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y25-34,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,11.989,:
THS,PB1071,NRP,Y35-44,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y35-44,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y35-44,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y45-54,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.799 u,: u,:
THS,PB1071,NRP,Y45-54,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y45-54,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,4.471 u,: u,:
THS,PB1071,NRP,Y55-64,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y55-64,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,NRP,Y55-64,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,PB1071,PT,TOTAL,F,2011,24692.763,770.683,27.643,129.077,404.119,5195.61,33.688,285.091,135.644,1731.703,2924.964,50.497,2404.88,20.123,36.161,50.437,28.353,117.838,12.263,2640.617,708.978,624.842,209.045,337.342,35.812,45.509,169.378,666.772,15.877,887.442,4895.695,1233.595
THS,PB1071,PT,TOTAL,M,2011,7298.36,188.565,22.623,31.998,168.583,1003.41,12.117,109.74,83.34,556.183,688.677,28.658 u,599.16,10.202,22.339,30.902,4.166,72.11,4.274,955.861,118.678,322.164,121.74,366.362,24.462,26.938,90.067,209.458,5.474,205.686,1425.581,793.357
THS,PB1071,PT,TOTAL,T,2011,31991.123,959.247,50.266,161.075,572.702,6199.02,45.805,394.831,218.984,2287.886,3613.642,79.155,3004.04,30.325,58.5,81.339,32.519,189.948,16.537,3596.477,827.656,947.006,330.785,703.705,60.274,72.447,259.445,876.23,21.351,1093.128,6321.277,2026.953
THS,PB1071,PT,Y15-24,F,2011,3045.187,48.365,: u,15.077,142.958,387.515,6.297,45.022,14.631,213.396,278.536,: u,149.144,2.56,: u,: u,1.125 u,14.604,1.71 u,512.9,52.42,96.153,32.842,53.523,14.193,4.342 u,58.34,139.219,4.02,65.117,745.55,253.058
THS,PB1071,PT,Y15-24,M,2011,2146.104,22.901,: u,8.061,101.856,272.619,2.61 u,31.44,14.055,107.635,164.446,: u,100.075,2.182,: u,: u,0.571 u,10.86,1.828 u,419.315,27.946,97.331,19.68,64.191,13.284,5.095,33.545,81.19,2.983,41.308,529.658,208.588
THS,PB1071,PT,Y15-24,T,2011,5191.291,71.266,8.795 u,23.138,244.815,660.135,8.907,76.461,28.686,321.031,442.983,6.014 u,249.218,4.742,5.753 u,7.931 u,1.695,25.465,3.538,932.215,80.366,193.483,52.523,117.714,27.477,9.438,91.885,220.409,7.002,106.425,1275.208,461.646
THS,PB1071,PT,Y25-34,F,2011,4910.814,152.409,: u,34.745,62.783,919.39,7.421,56.106,39.377,463.181,610.691,9.856 u,543.531,6.167,9.29,9.626,5.107,29.023,2.852 u,468.94,145.268,151.012,46.935,73.664,11.258,12.279,34.329,132.559,3.887,162.194,867.197,355.967
THS,PB1071,PT,Y25-34,M,2011,1609.327,35.954,: u,7.849,31.364,252.356,3.092 u,25.341,23.455,198.076,164.338,: u,165.725,3.471,6.635 u,7.702 u,1.09 u,19.583,: u,138.034,38.189,56.843,32.366,104.997,4.981 u,7.165,16.463,38.888,: u,54.51,216.55,159.61
THS,PB1071,PT,Y25-34,T,2011,6520.141,188.363,10.663 u,42.595,94.147,1171.746,10.513,81.447,62.832,661.258,775.029,13.175 u,709.255,9.638,15.925,17.328,6.197,48.606,3.508,606.974,183.457,207.855,79.301,178.661,16.238,19.444,50.792,171.446,4.874,216.704,1083.747,515.576
THS,PB1071,PT,Y35-44,F,2011,7232.205,223.752,: u,39.758,81.584,1585.271,7.737,73.227,37.56,533.63,923.327,10.481 u,906.659,4.907,9.317,13.625,11.085,36.571,4.31,668.018,252.893,127.208,42.839,92.543,5.267 u,10.138,32.694,166.434,3.004,269.724,1326.583,344.4
THS,PB1071,PT,Y35-44,M,2011,1211.45,40.045,: u,4.676 u,11.522,163.759,: u,18.262,20.802,144.425,114.118,4.817 u,149.725,1.316 u,: u,7.323 u,0.886 u,16.003,: u,119.682,16.679,36.049,23.674,87.38,2.071 u,4.689,7.62,29.908,: u,43.971,175.091,142.596
THS,PB1071,PT,Y35-44,T,2011,8443.655,263.797,9.605 u,44.434,93.106,1749.029,9.772,91.489,58.362,678.056,1037.446,15.298 u,1056.384,6.224,12.936,20.948,11.971,52.575,4.765,787.7,269.572,163.257,66.513,179.922,7.338 u,14.827,40.313,196.342,3.703,313.695,1501.674,486.996
THS,PB1071,PT,Y45-54,F,2011,6135.067,233.016,: u,14.046,62.352,1535.535,7.014,67.412,28.577,356.148,711.315,15.654 u,632.098,4.188,9.887,12.881,8.216,21.744,2.33 u,648.077,198.499,115.346,53.306,62.889,1.464 u,11.539,15.914,117.969,2.593,248.065,1181.878,191.794
THS,PB1071,PT,Y45-54,M,2011,1091.838,47.429,: u,2.991 u,8.692,157.863,: u,17.796,14.908,64.813,129.861,9.221 u,96.739,1.452 u,4.332 u,8.872,0.894 u,12.246,: u,125.971,22.517,53.724,18.71,61.117,1.456 u,5.374,8.12,19.027,: u,34.795,190.003,167.072
THS,PB1071,PT,Y45-54,T,2011,7226.905,280.445,10.984 u,17.037,71.044,1693.397,8.947,85.208,43.485,420.961,841.177,24.874 u,728.837,5.64,14.219,21.753,9.109,33.991,2.898 u,774.048,221.016,169.07,72.016,124.006,2.92 u,16.913,24.033,136.996,2.908,282.86,1371.882,358.865
THS,PB1071,PT,Y55-64,F,2011,3369.49,113.141,: u,25.452,54.442,767.899,5.219 u,43.323,15.499,165.348,401.094,12.108 u,173.448,2.3,5.656 u,9.813,2.821,15.895,: u,342.682,59.897,135.123,33.123,54.724,3.631 u,7.21,28.101,110.59,2.373,142.342,774.488,88.377
THS,PB1071,PT,Y55-64,M,2011,1239.64,42.235,: u,8.42,15.149,156.814,: u,16.901,10.12,41.233,115.913,7.686 u,86.897,1.78,4.012 u,: u,0.726 u,13.416,: u,152.858,13.347 u,78.217,27.31,48.677,2.67 u,4.616,24.32,40.446,: u,31.102,314.279,115.492
THS,PB1071,PT,Y55-64,T,2011,4609.13,155.377,10.22 u,33.871,69.591,924.713,7.665,60.224,25.619,206.581,517.007,19.794 u,260.345,4.081,9.668,13.378,3.547,29.312,1.828 u,495.54,73.245,213.34,60.433,103.401,6.301 u,11.826,52.421,151.036,2.862,173.444,1088.767,203.869
THS,PB1071,TOTAL,TOTAL,F,2011,82875.149,1824.247,1318.93,1933.533,1125.835,11519.338,269.879,826.135,1433.385,7132.846,10275.54,602.441,8151.134,177.205,392.444,593.041,82.628,1643.236,54.105,3499.254,1693.078,6495.477,1864.103,3711.354,355.995,948,988.628,1835.07,58.067,1640.77,12128.288,5749.811
THS,PB1071,TOTAL,TOTAL,M,2011,100911.285,2235.874,1461.413,2593.088,1268.55,13392.798,273.932,926.258,2135.178,8856.983,11968.364,728.432,11831.926,188.581,377.133,555.763,113.013,1958.237,102.901,4142.288,1953.52,8125.451,2156.664,4660.646,422.035,1213.415,1089.751,2134.973,66.423,1996.291,14044.122,14760.056
THS,PB1071,TOTAL,TOTAL,T,2011,183786.434,4060.12,2780.343,4526.622,2394.385,24912.136,543.81,1752.393,3568.563,15989.829,22243.904,1330.873,19983.06,365.786,769.578,1148.804,195.64,3601.473,157.006,7641.542,3646.598,14620.928,4020.766,8371.999,778.03,2161.415,2078.38,3970.043,124.491,3637.061,26172.41,20509.867
THS,PB1071,TOTAL,Y15-24,F,2011,7986.652,141.962,77.756,116.832,192.394,1434.12,24.504,89.05,63.029,465.101,898.897,32.405 u,406.155,16.728,29.446,34.32,5.172,95.265,9.984,613.471,228.865,482.45,136.683,294.148,26.947,53.338,119.942,223.703,10.973,245.363,1673.987,1212.054
THS,PB1071,TOTAL,Y15-24,M,2011,9477.179,164.977,107.882,179.356,189.904,1585.784,27.725,78.748,99.144,477.574,1145.081,66.213,636.962,15.328,38.805,42.526,6.356,118.627,13.498,620.685,277.478,735.178,161.189,398.295,40.35,97.467,114.525,244.223,11.014,270.393,1793.3,2329.802
THS,PB1071,TOTAL,Y15-24,T,2011,17463.831,306.938,185.637,296.188,382.298,3019.904,52.229,167.798,162.173,942.675,2043.979,98.618,1043.117,32.056,68.251,76.846,11.528,213.892,23.482,1234.156,506.342,1217.627,297.872,692.443,67.297,150.805,234.468,467.926,21.987,515.756,3467.287,3541.856
THS,PB1071,TOTAL,Y25-34,F,2011,20358.911,477.838,304.224,453.576,215.932,2464.565,63.805,261.778,372.408,1999.03,2512.086,133.983,1900.078,57.924,96.158,144.876,25.079,413.749,19.666,766.101,407.612,1868.429,533.305,1092.8,110.802,252.627,209.022,399.591,12.283,371.146,2801.867,1903.907
THS,PB1071,TOTAL,Y25-34,M,2011,24945.389,568.366,366.893,717.961,245.322,2835.17,78.205,252.58,527.66,2292.622,3011.633,162.41,2587.111,55.036,102.91,140.957,29.894,594.459,28.667,847.683,458.669,2469.932,599.449,1333.347,121.27,363.088,266.047,473.406,14.623,427.942,3414.642,4988.623
THS,PB1071,TOTAL,Y25-34,T,2011,45304.3,1046.204,671.117,1171.536,461.254,5299.735,142.01,514.359,900.069,4291.651,5523.72,296.393,4487.189,112.96,199.068,285.833,54.973,1008.208,48.333,1613.784,866.281,4338.361,1132.754,2426.147,232.072,615.715,475.069,872.998,26.906,799.088,6216.509,6892.53
THS,PB1071,TOTAL,Y35-44,F,2011,23078.089,521.214,376.893,595.334,284.06,2898.732,68.7,208.201,473.656,2178.44,2850.295,150.241,2702.68,48.992,102.119,165.615,25.855,491.373,12.404,856.733,478.253,1784.012,564.928,1187.547,102.433,271.05,228.279,463.589,13.09,409.057,2986.462,1569.827
THS,PB1071,TOTAL,Y35-44,M,2011,28048.609,616.319,405.9,750.207,328.305,3445.451,71.36,263.379,671.909,2765.598,3349.242,160.291,3783.505,46.037,97.519,151.08,35.043,585.226,23.493,1020.328,529.72,2092.055,633.051,1457.287,115.085,326.553,261.147,545.227,16.367,496.86,3518.288,4078.036
THS,PB1071,TOTAL,Y35-44,T,2011,51126.698,1137.533,782.793,1345.541,612.365,6344.184,140.061,471.58,1145.564,4944.039,6199.537,310.532,6486.185,95.029,199.638,316.695,60.897,1076.599,35.897,1877.061,1007.973,3876.066,1197.979,2644.834,217.518,597.603,489.426,1008.817,29.456,905.917,6504.75,5647.863
THS,PB1071,TOTAL,Y45-54,F,2011,21396.404,488.088,358.964,518.631,268.575,3154.337,68.533,174.608,372.08,1715.192,2710.731,204.133,2271.47,36.961,105.837,170.166,19.99,434.3,9.021,834.235,448.354,1715.808,443.749,778.281,94.009,272.53,256.792,429.906,13.493,391.832,3041.123,788.747
THS,PB1071,TOTAL,Y45-54,M,2011,25237.507,615.878,353.249,578.746,307.652,3570.785,61.089,207.062,551.85,2203.586,3130.356,207.904,3363.517,44.441,92.501,152.26,30.411,434.066,24.359,1027.236,511.443,1819.585,518.95,957.767,106.712,278.077,268.59,493.11,14.035,492.469,3326.322,2480.458
THS,PB1071,TOTAL,Y45-54,T,2011,46633.911,1103.967,712.213,1097.377,576.228,6725.121,129.621,381.67,923.93,3918.779,5841.087,412.037,5634.987,81.402,198.338,322.426,50.401,868.366,33.38,1861.471,959.797,3535.393,962.7,1736.048,200.721,550.607,525.382,923.016,27.528,884.301,6367.445,3269.205
THS,PB1071,TOTAL,Y55-64,F,2011,10055.092,195.145,201.094,249.16,164.874,1567.584,44.336,92.498,152.212,775.083,1303.531,81.679,870.751,16.601,58.884,78.064,6.533,208.549,3.03 u,428.714,129.994,644.779,185.437,358.579,21.804,98.455,174.592,318.281,8.228,223.373,1624.848,275.277
THS,PB1071,TOTAL,Y55-64,M,2011,13202.603,270.333,227.489,366.818,197.366,1955.608,35.553,124.489,284.615,1117.603,1332.051,131.614,1460.83,27.739,45.398,68.94,11.309,225.859,12.884,626.356,176.21,1008.702,244.024,513.949,38.619,148.229,179.442,379.005,10.386,308.626,1991.57,883.136
THS,PB1071,TOTAL,Y55-64,T,2011,23257.695,465.478,428.583,615.978,362.24,3523.192,79.889,216.987,436.827,1892.686,2635.582,213.293,2331.581,44.34,104.282,147.004,17.841,434.408,15.914,1055.07,306.204,1653.48,429.462,872.528,60.422,246.684,354.034,697.286,18.614,531.999,3616.418,1158.412
THS,TOTAL,FT,TOTAL,F,2011,63424.401,1113.687,1323.133,1890.396,789.396,7901.527,255.489,552.97,1348.059,5737.017,8201.171,581.48,6104.982,165.774,391.407,579.302,61.833,1572.41,43.432,907.253,1091.657,6131.264,1901.519,3523.649,372.675,956.546,946.659,1314.677,55.444,848.491,7665.038,5313.525
THS,TOTAL,FT,TOTAL,M,2011,101830.817,2161.147,1471.7,2669.159,1181.68,15536.05,278.422,837.515,2123.35,8757.457,12558.085,743.537,11835.016,190.157,375.294,551.308,120.036,1929.315,102.433,3333.239,2041.064,8142.76,2248.176,4425.034,460.573,1246.878,1114.137,2101.083,74.463,2019.322,13296.213,15722.023
